3,1,8,-2.04312E-01,8.99169E-02,-1.27513E-09
3,1,9,0.00000E+00,1.00000E+00,0.00000E+00
3,2,8,6.31500E-02,8.90200E-02,1.35100E-09
3,2,9,-8.77400E-02,8.90500E-02,-7.52000E-10
3,3,8,-4.04600E-02,9.06300E-02,-3.61300E-09
3,3,9,3.54400E-03,9.07600E-02,-3.52200E-09
3,4,8,-9.45141E-02,9.05100E-02,-2.59004E-09
3,4,9,-4.43263E-02,9.05963E-02,-1.14064E-09
3,5,8,-1.52971E-01,8.64504E-02,-4.00515E-09
3,5,9,-1.27962E-01,8.62103E-02,-4.76985E-09
3,6,8,1.13260E-01,8.49818E-02,5.45046E-10
3,6,9,-3.15758E-02,8.47545E-02,-1.86340E-09
3,7,8,5.38318E-02,8.76601E-02,5.66149E-10
3,7,9,2.96471E-02,8.73612E-02,4.63540E-13
3,8,8,3.01193E-04,8.55784E-02,9.34781E-10
3,8,9,-7.39031E-02,8.59228E-02,-1.30946E-09
4,1,8,1.23569E-01,8.83876E-02,-4.11057E-10
4,1,9,1.52641E-01,8.82788E-02,-1.67389E-10
4,2,8,-8.94514E-02,8.56032E-02,-2.70255E-09
4,2,9,-8.06771E-02,8.51877E-02,-3.43781E-09
4,3,8,8.01904E-02,8.69210E-02,2.92058E-10
4,3,9,1.25894E-01,8.75602E-02,2.00794E-09
4,4,8,5.47428E-02,8.40168E-02,-2.27315E-09
4,4,9,5.01929E-02,8.34983E-02,-3.21068E-09
4,1,8,-1.55854E-01,8.48334E-02,-3.57108E-09
4,1,9,-1.80820E-02,8.53193E-02,-4.89195E-09
4,2,8,1.02844E-01,8.69843E-02,-9.49278E-10
4,2,9,1.69658E-01,8.66562E-02,-1.27994E-10
4,3,8,1.62627E-02,8.60892E-02,-2.30164E-09
4,3,9,-8.46632E-02,8.58365E-02,-2.57185E-09
4,4,8,-1.28914E-01,8.76456E-02,-3.11285E-09
4,4,9,-1.83042E-01,8.73671E-02,-4.10873E-09
5,5,8,0.00000E+00,1.00000E+00,0.00000E+00
5,5,9,0.00000E+00,1.00000E+00,0.00000E+00
5,6,8,0.00000E+00,1.00000E+00,0.00000E+00
5,6,9,0.00000E+00,1.00000E+00,0.00000E+00
5,7,8,0.00000E+00,1.00000E+00,0.00000E+00
5,7,9,0.00000E+00,1.00000E+00,0.00000E+00
5,8,8,0.00000E+00,1.00000E+00,0.00000E+00
5,8,9,0.00000E+00,1.00000E+00,0.00000E+00
6,1,8,1.66757E-01,8.57191E-02,1.43075E-09
6,1,9,6.35445E-02,8.58002E-02,5.36917E-10
6,2,8,-9.53039E-02,8.99517E-02,-2.36255E-09
6,2,9,-1.09864E-01,8.97378E-02,-9.80425E-10
6,3,8,-3.62272E-02,8.79425E-02,-2.27443E-09
6,3,9,-1.32592E-01,8.79079E-02,-3.98600E-09
6,4,8,2.57068E-02,8.91402E-02,-3.11801E-09
6,4,9,-5.92967E-02,8.90110E-02,-6.38685E-10
6,5,8,1.43318E-01,8.51938E-02,-1.69198E-09
6,5,9,3.35485E-02,8.57057E-02,2.02912E-10
6,6,8,1.51401E-01,8.68995E-02,-1.05864E-09
6,6,9,-3.68481E-02,8.66217E-02,-3.18453E-09
6,7,8,4.81108E-03,8.70729E-02,-1.66813E-09
6,7,9,-5.39938E-02,8.66135E-02,-5.53381E-10
6,8,8,-4.92858E-02,8.60707E-02,-1.21103E-09
6,8,9,-2.02480E-01,8.64380E-02,-2.09383E-09
7,1,8,0.00000E+00,1.00000E+00,0.00000E+00
7,1,9,0.00000E+00,1.00000E+00,0.00000E+00
7,2,8,1.94650E-02,8.65012E-02,-1.47927E-09
7,2,9,6.77602E-02,8.58569E-02,-2.35654E-09
7,3,8,-8.08787E-02,8.67934E-02,-4.11231E-09
7,3,9,0.00000E+00,1.00000E+00,0.00000E+00
7,4,8,-4.94582E-03,8.77403E-02,-1.30702E-09
7,4,9,0.00000E+00,1.00000E+00,0.00000E+00
7,5,8,1.46323E-01,8.99138E-02,8.68064E-10
7,5,9,2.16640E-01,8.90931E-02,1.23371E-09
7,6,8,1.51747E-01,8.56633E-02,-3.71936E-10
7,6,9,1.30022E-01,8.56266E-02,-3.64418E-10
7,7,8,-3.46747E-02,8.64885E-02,-1.99583E-10
7,7,9,1.69354E-02,8.64879E-02,-1.25362E-09
7,8,8,-1.50717E-01,9.02506E-02,-5.43792E-09
7,8,9,-6.00208E-01,9.04907E-02,-2.24367E-08
8,1,8,-1.14375E-01,8.68082E-02,-4.54973E-09
8,1,9,-7.76691E-02,8.67111E-02,-6.92871E-09
8,2,8,1.48247E-01,8.83147E-02,-1.11273E-09
8,2,9,1.15932E-01,8.79567E-02,-5.12715E-10
8,3,8,3.88156E-02,8.86636E-02,-1.77187E-09
8,3,9,1.85834E-01,8.85011E-02,1.15518E-09
8,4,8,4.85362E-02,8.69003E-02,-9.56830E-10
8,4,9,4.79593E-02,8.68116E-02,-8.38091E-10
